merge_key,violation_count,weighted_violations,center_lat,center_lon,police_station,junction_name,night_count,night_ratio,zone_criticality,recurrence_rate,impact_score,impact_score_log,impact_score_norm,rank,priority_tier
HSR Layout_12.909_77.628,63,200.5,12.90862566061075,77.62820554545092,HSR Layout,No Junction,19,30.2,2,0.175,70.18,4.265211880082047,18.7,459,Low
Kamakshipalya_12.99_77.505,80,158.0,12.990233785000001,77.50454519125,Kamakshipalya,No Junction,29,36.2,2,0.222,70.15,4.264790324535862,18.7,460,Low
Chikkabanavara_13.041_77.517,62,202.0,13.040635320967741,77.51787508870969,Chikkabanavara,No Junction,13,21.0,2,0.172,69.49,4.255470855785784,18.6,461,Low
K.G. Halli_13.035_77.622,72,170.5,13.035328040277777,77.6232031888889,K.G. Halli,No Junction,26,36.1,2,0.2,68.2,4.237000862623624,18.5,462,Low
Halasur_12.981_77.616,89,138.5,12.980777194382023,77.6150594752809,Halasur,No Junction,60,67.4,2,0.247,68.42,4.24017501043364,18.5,463,Low
Electronic City_12.84_77.649,83,150.0,12.841120934939758,77.64929927349397,Electronic City,No Junction,19,22.9,2,0.23,69.0,4.248495242049359,18.5,464,Low
Sheshadripuram_12.999_77.583,102,117.0,12.998385002941177,77.58190465882353,Sheshadripuram,No Junction,55,53.9,2,0.283,66.22,4.20797082229696,18.2,465,Low
Electronic City_12.876_77.67,67,176.5,12.87559214925373,77.67080041641792,Electronic City,No Junction,20,29.9,2,0.186,65.66,4.199605072879594,18.2,466,Low
K.R. Pura_13.035_77.736,75,159.5,13.035782934666667,77.735837328,K.R. Pura,No Junction,25,33.3,2,0.208,66.35,4.209902902856373,18.2,467,Low
Electronic City_12.852_77.658,109,109.5,12.850962251376146,77.65744417798165,Electronic City,No Junction,0,0.0,2,0.302,66.14,4.206779991551889,18.2,468,Low
Sheshadripuram_12.993_77.571,92,127.0,12.99271244347826,77.57169008369566,Sheshadripuram,No Junction,72,78.3,2,0.255,64.77,4.186163807313259,18.1,469,Low
Byatarayanapura_12.939_77.523,64,180.5,12.9394472171875,77.523537284375,Byatarayanapura,No Junction,26,40.6,2,0.178,64.26,4.178379291165174,18.0,470,Low
Mahadevapura_12.984_77.709,66,172.5,12.98423297878788,77.70837553333334,Mahadevapura,No Junction,38,57.6,2,0.183,63.14,4.161068194265009,17.9,471,Low
Bellandur_12.918000000000001_77.67,82,139.0,12.918387596341462,77.67030250365853,Bellandur,No Junction,32,39.0,2,0.228,63.38,4.164803025870662,17.9,472,Low
HSR Layout_12.924_77.652,82,139.0,12.923018293548797,77.65149533741057,HSR Layout,No Junction,59,72.0,2,0.228,63.38,4.164803025870662,17.9,473,Low
Halasur_12.981_77.631,72,156.0,12.980938881931623,77.630368623404,Halasur,No Junction,49,68.1,2,0.2,62.4,4.14946386144318,17.8,474,Low
Rajajinagar_13.02_77.538,57,195.5,13.019789226315789,77.53812631929824,Rajajinagar,No Junction,36,63.2,2,0.158,61.78,4.139636551413807,17.7,475,Low
Yeshwanthpura_13.02_77.553,65,171.0,13.01959553076923,77.55294929846154,Yeshwanthpura,No Junction,4,6.2,2,0.18,61.56,4.136126096237056,17.7,476,Low
HAL Old Airport_12.927_77.682,65,166.5,12.928025609230769,77.68171753846154,HAL Old Airport,No Junction,36,55.4,2,0.18,59.94,4.109889773557563,17.5,477,Low
Kodigehalli_13.041_77.589,69,154.5,13.04043213768116,77.58955908550725,Kodigehalli,No Junction,36,52.2,2,0.191,59.02,4.0946778400122215,17.4,478,Low
Hebbala_13.038_77.589,83,129.0,13.037588771084337,77.58958248674698,Hebbala,No Junction,46,55.4,2,0.23,59.34,4.099995233730915,17.4,479,Low
Jeevanbheemanagar_12.957_77.646,68,155.0,12.958072683823529,77.64506857205883,Jeevanbheemanagar,No Junction,37,54.4,2,0.189,58.59,4.087487774758888,17.3,480,Low
Adugodi_12.927_77.634,79,131.5,12.926714360759494,77.63338253164557,Adugodi,No Junction,64,81.0,2,0.219,57.6,4.070734696582967,17.2,481,Low
Magadi Road_12.966000000000001_77.547,71,144.0,12.96675582394366,77.54742704788733,Magadi Road,No Junction,17,23.9,2,0.197,56.74,4.055950174234789,17.1,482,Low
BTP134 - Mico Bande,49,139.5,12.945696853061223,77.6025479367347,Adugodi,BTP134 - Mico Bande,22,44.9,3,0.136,56.92,4.059062748077461,17.1,483,Low
Jalahalli_13.056000000000001_77.535,71,143.0,13.055029132394365,77.53482239014085,Jalahalli,No Junction,32,45.1,2,0.197,56.34,4.048998460455224,17.0,484,Low
BTP053 - Three Let Junction,51,131.5,12.983894015686275,77.58177205098039,High ground,BTP053 - Three Let Junction,33,64.7,3,0.142,56.02,4.043402083484526,17.0,485,Low
Yelahanka_13.122_77.61,58,174.0,13.12198700862069,77.61082505862068,Yelahanka,No Junction,17,29.3,2,0.161,56.03,4.043577445168448,17.0,486,Low
Pulikeshinagar(F.Town)_12.993_77.613,71,140.5,12.99257665915493,77.6121195,Pulikeshinagar(F.Town),No Junction,32,45.1,2,0.197,55.36,4.03175968703048,16.9,487,Low
Wilson Garden_12.945_77.589,96,104.5,12.946248627083333,77.58801718229167,Wilson Garden,No Junction,20,20.8,2,0.266,55.59,4.035832291154432,16.9,488,Low
Banaswadi_12.981_77.652,79,123.5,12.9801645,77.65210812405063,Banaswadi,No Junction,45,57.0,2,0.219,54.09,4.008968211484625,16.7,489,Low
Kodigehalli_13.074_77.589,75,129.0,13.072669005333333,77.58980354266667,Kodigehalli,No Junction,65,86.7,2,0.208,53.66,4.001132180499922,16.7,490,Low
HSR Layout_12.915000000000001_77.637,84,114.5,12.915343856595287,77.63805125316993,HSR Layout,No Junction,41,48.8,2,0.233,53.36,3.995628589282943,16.6,491,Low
Thalagattapura_12.876_77.544,72,133.0,12.875967630807702,77.54406795310483,Thalagattapura,No Junction,46,63.9,2,0.2,53.2,3.9926809084456005,16.6,492,Low
Bellandur_12.924_77.67,60,161.0,12.923098068333333,77.67015585,Bellandur,No Junction,24,40.0,2,0.166,53.45,3.9972828493789696,16.6,493,Low
Byatarayanapura_12.957_77.517,94,100.5,12.956245210638299,77.51839682340425,Byatarayanapura,No Junction,13,13.8,2,0.261,52.46,3.978933710710773,16.5,494,Low
Electronic City_12.870000000000001_77.658,61,154.5,12.870401847540984,77.65802957704918,Electronic City,No Junction,19,31.1,2,0.169,52.22,3.9744342655495433,16.5,495,Low
Kodigehalli_13.038_77.574,86,109.5,13.03714519883721,77.57460028953489,Kodigehalli,No Junction,45,52.3,2,0.239,52.34,3.9766865187538682,16.5,496,Low
Sadashivanagar_13.005_77.58,78,122.0,13.005739151282052,77.58025254358975,Sadashivanagar,No Junction,52,66.7,2,0.216,52.7,3.983413001514819,16.5,497,Low
Yeshwanthpura_13.035_77.559,78,119.5,13.03408093974359,77.55782076153845,Yeshwanthpura,No Junction,33,42.3,2,0.216,51.62,3.9630962756121466,16.4,498,Low
Pulikeshinagar(F.Town)_12.993_77.616,86,108.5,12.99440799767442,77.61567809186046,Pulikeshinagar(F.Town),No Junction,23,26.7,2,0.239,51.86,3.967646909176143,16.4,499,Low
BTP107 - National College Junction,73,84.0,12.948955050684932,77.57294951506849,V.V.Puram (C.Pet),BTP107 - National College Junction,23,31.5,3,0.203,51.16,3.9543159176183975,16.3,500,Low
HSR Layout_12.921000000000001_77.646,76,121.0,12.92050432368421,77.64510393552631,HSR Layout,No Junction,38,50.0,2,0.211,51.06,3.9523968995664194,16.3,501,Low
Kengeri_12.933_77.517,73,126.0,12.932273285536109,77.51587754744273,Kengeri,No Junction,39,53.4,2,0.203,51.16,3.9543159176183975,16.3,502,Low
Kodigehalli_13.059000000000001_77.589,77,117.5,13.059117518181818,77.58788401948051,Kodigehalli,No Junction,33,42.9,2,0.214,50.29,3.937495801401177,16.2,503,Low
K.R. Pura_13.002_77.676,69,132.0,13.000891951484695,77.67708206745799,K.R. Pura,No Junction,28,40.6,2,0.191,50.42,3.9400272018377436,16.2,504,Low
Rajajinagar_13.005_77.526,49,182.0,13.005018383673468,77.52658713469387,Rajajinagar,No Junction,17,34.7,2,0.136,49.5,3.9219733362813143,16.1,505,Low
Electronic City_12.84_77.652,57,156.5,12.840575398245615,77.65132735614034,Electronic City,No Junction,18,31.6,2,0.158,49.45,3.920982746799618,16.0,506,Low
Mahadevapura_12.993_77.718,65,134.5,12.993182376923077,77.71729130307692,Mahadevapura,No Junction,11,16.9,2,0.18,48.42,3.900355200560464,15.9,507,Low
K.R. Pura_13.008000000000001_77.691,56,156.0,13.007958604642857,77.69174133428571,K.R. Pura,No Junction,10,17.9,2,0.155,48.36,3.8991403795971324,15.9,508,Low
J.P. Nagar_12.882_77.595,72,121.5,12.881907705555555,77.59582591527777,J.P. Nagar,No Junction,44,61.1,2,0.2,48.6,3.903990833730882,15.9,509,Low
Pulikeshinagar(F.Town)_12.993_77.607,63,133.5,12.993245934920635,77.6071909857143,Pulikeshinagar(F.Town),No Junction,30,47.6,2,0.175,46.72,3.8653505972297153,15.6,510,Low
Whitefield_12.957_77.733,68,124.0,12.956398335294118,77.73221181617647,Whitefield,No Junction,44,64.7,2,0.189,46.87,3.8684890034044175,15.6,511,Low
Wilson Garden_12.945_77.586,68,124.0,12.944845277319969,77.58631578786901,Wilson Garden,No Junction,34,50.0,2,0.189,46.87,3.8684890034044175,15.6,512,Low
Bellandur_12.933_77.697,49,168.5,12.93179090612245,77.69598495306123,Bellandur,No Junction,43,87.8,2,0.136,45.83,3.8465240231954505,15.5,513,Low
HSR Layout_12.912_77.646,78,104.5,12.911831219230768,77.64491702820513,HSR Layout,No Junction,53,67.9,2,0.216,45.14,3.8316802527456075,15.4,514,Low
Devanahalli Airport_13.188_77.682,74,110.0,13.188675189189189,77.68059930540541,Devanahalli Airport,No Junction,13,17.6,2,0.205,45.1,3.8308129500026027,15.4,515,Low
Whitefield_12.957_77.718,61,133.0,12.955761022950819,77.71820982622951,Whitefield,No Junction,41,67.2,2,0.169,44.95,3.827553848801696,15.3,516,Low
Pulikeshinagar(F.Town)_12.99_77.61,79,100.5,12.989538920253164,77.60917473164558,Pulikeshinagar(F.Town),No Junction,18,22.8,2,0.219,44.02,3.8071068354785864,15.2,517,Low
K.R. Pura_13.026_77.721,52,152.5,13.026376003846154,77.72058755961538,K.R. Pura,No Junction,26,50.0,2,0.144,43.92,3.8048831298702424,15.2,518,Low
Whitefield_12.987_77.733,88,89.0,12.98643213409091,77.7336563659091,Whitefield,No Junction,33,37.5,2,0.244,43.43,3.7939149169478172,15.1,519,Low
HSR Layout_12.906_77.64,40,195.5,12.9058431925,77.63884450750001,HSR Layout,No Junction,16,40.0,2,0.111,43.4,3.7932394694381792,15.1,520,Low
HSR Layout_12.906_77.637,35,222.5,12.906522145714286,77.63702741428571,HSR Layout,No Junction,20,57.1,2,0.097,43.16,3.78781940196884,15.0,521,Low
Banaswadi_13.023_77.64,81,95.0,13.022248054320988,77.63977687777778,Banaswadi,No Junction,50,61.7,2,0.225,42.75,3.7784916128036232,15.0,522,Low
Malleshwaram_12.996_77.562,73,106.5,12.9966963630137,77.56232809726028,Malleshwaram,No Junction,64,87.7,2,0.203,43.24,3.7896293572140793,15.0,523,Low
"BTP114 - KR Road Junction, Near JSS",64,79.5,12.924224496361514,77.57491752140425,Banashankari,"BTP114 - KR Road Junction, Near JSS",43,67.2,3,0.178,42.45,3.7716108517114013,14.9,524,Low
BTP185 - RV Teachers College,57,89.5,12.94458577368421,77.58073809122807,Basavanagudi,BTP185 - RV Teachers College,37,64.9,3,0.158,42.42,3.7709201644501458,14.9,525,Low
Electronic City_12.885_77.643,58,132.5,12.885183591052312,77.642545534397,Electronic City,No Junction,17,29.3,2,0.161,42.66,3.7764323511217976,14.9,526,Low
Hebbala_13.041_77.589,72,105.0,13.040122790277778,77.5898282013889,Hebbala,No Junction,33,45.8,2,0.2,42.0,3.7612001156935624,14.8,527,Low
Mahadevapura_13.005_77.757,69,109.5,13.004766930837146,77.75693025127424,Mahadevapura,No Junction,48,69.6,2,0.191,41.83,3.7572387916272794,14.8,528,Low
Electronic City_12.870000000000001_77.652,63,120.0,12.869970002661265,77.65289176757057,Electronic City,No Junction,34,54.0,2,0.175,42.0,3.7612001156935624,14.8,529,Low
Peenya_13.041_77.517,51,144.5,13.040003339869282,77.51807068496731,Peenya,No Junction,9,17.6,2,0.142,41.04,3.7386215460087504,14.7,530,Low
R.T. Nagar_13.026_77.592,64,114.0,13.0250725390625,77.59265049375,R.T. Nagar,No Junction,24,37.5,2,0.178,40.58,3.727619282429867,14.6,531,Low
Halasur_12.981_77.613,66,110.0,12.979867165151514,77.6143164939394,Halasur,No Junction,58,87.9,2,0.183,40.26,3.7198935076431057,14.5,532,Low
Byatarayanapura_12.96_77.52,66,109.5,12.958970104545454,77.51912357424243,Byatarayanapura,No Junction,26,39.4,2,0.183,40.08,3.7155213850603572,14.5,533,Low
HSR Layout_12.909_77.646,80,90.5,12.909339662499999,77.64458685875,HSR Layout,No Junction,77,96.2,2,0.222,40.18,3.717952701599643,14.5,534,Low
Yelahanka_13.122_77.613,45,159.5,13.121640608888889,77.61307255111112,Yelahanka,No Junction,0,0.0,2,0.125,39.88,3.7106409458954492,14.4,535,Low
Adugodi_12.939_77.619,67,106.5,12.93952,77.61954105970149,Adugodi,No Junction,11,16.4,2,0.186,39.62,3.7042605561522386,14.4,536,Low
BTP006 - Navarang Bar Junction,47,100.0,12.990978136170211,77.55759593617022,Rajajinagar,BTP006 - Navarang Bar Junction,25,53.2,3,0.13,39.0,3.6888794541139363,14.3,537,Low
Jeevanbheemanagar_12.981_77.64,72,97.5,12.981272610201607,77.64058741575893,Jeevanbheemanagar,No Junction,12,16.7,2,0.2,39.0,3.6888794541139363,14.3,538,Low
Banaswadi_12.999_77.67,56,125.0,12.997828029338725,77.67057472857142,Banaswadi,No Junction,20,35.7,2,0.155,38.75,3.6826098411003407,14.2,539,Low
BTP128 - Gorappanapalya Junction,55,84.0,12.920460569090908,77.60040643272727,Mico Layout,BTP128 - Gorappanapalya Junction,11,20.0,3,0.153,38.56,3.6778185067545115,14.2,540,Low
Whitefield_12.969_77.751,65,106.5,12.96894857012733,77.74985632564169,Whitefield,No Junction,51,78.5,2,0.18,38.34,3.672241812960913,14.2,541,Low
Kodigehalli_13.047_77.571,62,111.5,13.047365867741934,77.57157314032258,Kodigehalli,No Junction,20,32.3,2,0.172,38.36,3.6727500721840527,14.2,542,Low
HSR Layout_12.897_77.634,49,141.0,12.897441854559506,77.63503018761106,HSR Layout,No Junction,28,57.1,2,0.136,38.35,3.6724959748634123,14.2,543,Low
Vijayanagara_12.966000000000001_77.544,79,87.0,12.966581262025318,77.5434455721519,Vijayanagara,No Junction,64,81.0,2,0.219,38.11,3.666378188767423,14.1,544,Low
HAL Old Airport_12.927_77.694,49,140.0,12.926640759183675,77.69475927755103,HAL Old Airport,No Junction,15,30.6,2,0.136,38.08,3.6656108271745818,14.1,545,Low
BTP141 - Palmgroove Junction,50,91.5,12.968292564,77.613494202,Halasur,BTP141 - Palmgroove Junction,20,40.0,3,0.139,38.16,3.6676558176623097,14.1,546,Low
Devanahalli Airport_13.245000000000001_77.712,69,98.0,13.244963966666667,77.71295423913043,Devanahalli Airport,No Junction,49,71.0,2,0.191,37.44,3.6490985841020915,14.0,547,Low
HSR Layout_12.903_77.631,35,189.0,12.903367505714286,77.63139246857142,HSR Layout,No Junction,11,31.4,2,0.097,36.67,3.62886402170395,13.8,548,Low
Hulimavu_12.882_77.643,50,129.0,12.882021956,77.64349193999999,Hulimavu,No Junction,15,30.0,2,0.139,35.86,3.607126952241677,13.7,549,Low
Mahadevapura_13.002_77.757,59,110.5,13.002323527844055,77.75721711409793,Mahadevapura,No Junction,54,91.5,2,0.164,36.24,3.617383452408866,13.7,550,Low
Rajajinagar_13.005_77.529,41,151.0,13.005188336585364,77.52823770487805,Rajajinagar,No Junction,10,24.4,2,0.114,34.43,3.5675589188773804,13.4,551,Low
Hennuru_13.083_77.637,69,91.0,13.083550260869565,77.6376017942029,Hennuru,No Junction,4,5.8,2,0.191,34.76,3.576829950305313,13.4,552,Low
Kamakshipalya_12.984_77.529,66,92.5,12.983858737611934,77.52896611914163,Kamakshipalya,No Junction,23,34.8,2,0.183,33.85,3.551053137206533,13.2,553,Low
Mahadevapura_12.987_77.736,78,78.5,12.987642962820512,77.73509408846154,Mahadevapura,No Junction,30,38.5,2,0.216,33.91,3.5527733211169448,13.2,554,Low
HSR Layout_12.915000000000001_77.652,72,84.0,12.91574979861111,77.65172159305556,HSR Layout,No Junction,43,59.7,2,0.2,33.6,3.543853682063679,13.2,555,Low
Pulikeshinagar(F.Town)_12.999_77.619,67,90.5,12.999512888059702,77.61897354179104,Pulikeshinagar(F.Town),No Junction,16,23.9,2,0.186,33.67,3.545874759696932,13.2,556,Low
Halasur_12.981_77.628,58,103.5,12.980771212068966,77.62865598965517,Halasur,No Junction,48,82.8,2,0.161,33.33,3.5360196074696004,13.1,557,Low
R.T. Nagar_13.005_77.592,62,96.5,13.005973833870966,77.59320711129031,R.T. Nagar,No Junction,16,25.8,2,0.172,33.2,3.5322256440685598,13.1,558,Low
Bellandur_12.93_77.679,48,124.0,12.92930193125,77.67952644583333,Bellandur,No Junction,22,45.8,2,0.133,32.98,3.525772116243786,13.0,559,Low
BTP187 - South End Circle,56,71.0,12.937437009438865,77.58186328855274,Wilson Garden,BTP187 - South End Circle,36,64.3,3,0.155,33.02,3.5269485869677157,13.0,560,Low
Sheshadripuram_12.987_77.571,74,78.5,12.988067382432433,77.57230389189189,Sheshadripuram,No Junction,30,40.5,2,0.205,32.18,3.5019472847622986,12.9,561,Low
K.R. Pura_13.053_77.763,42,138.0,13.053555083333332,77.76197609761905,K.R. Pura,No Junction,23,54.8,2,0.117,32.29,3.5052570515869337,12.9,562,Low
Halasur_12.972_77.631,59,99.0,12.971792806779662,77.63053926440678,Halasur,No Junction,3,5.1,2,0.164,32.47,3.510649515223235,12.9,563,Low
HAL Old Airport_12.954_77.7,53,109.0,12.952989827598952,77.70011638195263,HAL Old Airport,No Junction,16,30.2,2,0.147,32.05,3.498021566297695,12.8,564,Low
Sheshadripuram_12.984_77.574,56,102.5,12.985375905357143,77.57436880892858,Sheshadripuram,No Junction,17,30.4,2,0.155,31.78,3.4898185733156835,12.8,565,Low
Bellandur_12.903_77.676,57,99.5,12.903018803508772,77.67585579649122,Bellandur,No Junction,23,40.4,2,0.158,31.44,3.479392229247212,12.7,566,Low
Mahadevapura_12.987_77.709,49,116.0,12.987017832653061,77.70900728571428,Mahadevapura,No Junction,27,55.1,2,0.136,31.55,3.4827773686545784,12.7,567,Low
K.S. Layout_12.912_77.553,55,102.5,12.911538145223453,77.5521300086596,K.S. Layout,No Junction,6,10.9,2,0.153,31.36,3.4769230921902907,12.7,568,Low
Shivajinagar_12.99_77.604,56,100.5,12.989729800000001,77.60337539285715,Shivajinagar,No Junction,7,12.5,2,0.155,31.16,3.4707234443107655,12.6,569,Low
R.T. Nagar_13.023_77.595,58,97.0,13.024306087931034,77.5939308775862,R.T. Nagar,No Junction,15,25.9,2,0.161,31.23,3.4728976958273465,12.6,570,Low
Jnanabharathi_12.975_77.508,59,94.0,12.974053550847458,77.50904052542373,Jnanabharathi,No Junction,21,35.6,2,0.164,30.83,3.4604092412940015,12.5,571,Low
Rajajinagar_13.011000000000001_77.544,61,91.0,13.010544462295082,77.54370106557377,Rajajinagar,No Junction,24,39.3,2,0.169,30.76,3.458207636378935,12.5,572,Low
Jeevanbheemanagar_12.972_77.649,62,88.5,12.971203754819303,77.64825510496222,Jeevanbheemanagar,No Junction,40,64.5,2,0.172,30.44,3.448080967561006,12.4,573,Low
Electronic City_12.84_77.643,37,147.5,12.840986672972972,77.64411692972973,Electronic City,No Junction,3,8.1,2,0.103,30.38,3.4461707473048864,12.4,574,Low
K.S. Layout_12.906_77.544,55,97.0,12.90602590666904,77.54341874013313,K.S. Layout,No Junction,13,23.6,2,0.153,29.68,3.4236109764990554,12.3,575,Low
Chikkajala_13.185_77.691,58,93.0,13.184223477586208,77.6902501362069,Chikkajala,No Junction,11,19.0,2,0.161,29.95,3.432372999130605,12.3,576,Low
Chikkabanavara_13.044_77.508,61,88.5,13.045331463934426,77.50815146065574,Chikkabanavara,No Junction,41,67.2,2,0.169,29.91,3.431079756144025,12.3,577,Low
No Police Station_13.059000000000001_77.46600000000001,44,122.5,13.058679065909091,77.46638635681819,No Police Station,No Junction,18,40.9,2,0.122,29.89,3.43043250693049,12.3,578,Low
Cubbon Park_12.975_77.598,63,84.0,12.975894853968255,77.59928951587302,Cubbon Park,No Junction,53,84.1,2,0.175,29.4,3.414442608412176,12.2,579,Low
Hennuru_13.047_77.628,65,80.5,13.04592224,77.62733834923077,Hennuru,No Junction,22,33.8,2,0.18,28.98,3.4005304926744517,12.1,580,Low
Yeshwanthpura_13.029_77.562,47,112.0,13.028812560235206,77.5619943029671,Yeshwanthpura,No Junction,16,34.0,2,0.13,29.12,3.405189402931693,12.1,581,Low
Hebbala_13.05_77.595,67,78.5,13.049900840298507,77.59370680895523,Hebbala,No Junction,19,28.4,2,0.186,29.2,3.407841924380824,12.1,582,Low
BTP158 - Devegowda Petrol Bunk,45,78.0,12.921245118184277,77.56029589125625,Banashankari,BTP158 - Devegowda Petrol Bunk,16,35.6,3,0.125,29.25,3.4094961844768505,12.1,583,Low
Kodigehalli_13.029_77.58,57,92.5,13.02890744385965,77.58059674210526,Kodigehalli,No Junction,44,77.2,2,0.158,29.23,3.408834808791367,12.1,584,Low
Kengeri_12.915000000000001_77.481,55,93.0,12.914401690699059,77.48129398159736,Kengeri,No Junction,26,47.3,2,0.153,28.46,3.3830334110344844,11.9,585,Low
Yelahanka_13.119_77.61,37,135.0,13.119858416216216,77.60995579729729,Yelahanka,No Junction,2,5.4,2,0.103,27.81,3.360722549096437,11.8,586,Low
Whitefield_12.939_77.748,60,82.5,12.938308123333334,77.74685624833334,Whitefield,No Junction,33,55.0,2,0.166,27.39,3.34603697048488,11.7,587,Low
BTP142 - Lower Agram Road Junction,33,98.0,12.961824142424243,77.61549586666666,Ashok Nagar,BTP142 - Lower Agram Road Junction,1,3.0,3,0.092,27.05,3.3339886319687055,11.6,588,Low
Chikkabanavara_13.047_77.508,57,85.5,13.045641680701754,77.50736105964913,Chikkabanavara,No Junction,27,47.4,2,0.158,27.02,3.332918540908861,11.6,589,Low
HSR Layout_12.912_77.652,66,73.5,12.912029877272728,77.65165117121212,HSR Layout,No Junction,45,68.2,2,0.183,26.9,3.32862668882732,11.5,590,Low
Jalahalli_13.068_77.529,59,81.5,13.068661418644067,77.53008553898304,Jalahalli,No Junction,6,10.2,2,0.164,26.73,3.322514859627687,11.5,591,Low
Yeshwanthpura_13.017_77.556,44,108.0,13.016637286363636,77.55633347954546,Yeshwanthpura,No Junction,26,59.1,2,0.122,26.35,3.3087165288679903,11.4,592,Low
J.P. Nagar_12.9_77.586,55,85.0,12.900333872727273,77.58586136545455,J.P. Nagar,No Junction,10,18.2,2,0.153,26.01,3.2962071678045244,11.3,593,Low
City Market_12.969_77.58,59,79.5,12.968714562711865,77.57910613559322,City Market,No Junction,33,55.9,2,0.164,26.08,3.298795448044074,11.3,594,Low
Madiwala_12.897_77.634,42,111.5,12.8976903,77.63434384761905,Madiwala,No Junction,19,45.2,2,0.117,26.09,3.2991646560970036,11.3,595,Low
Chamarajpet_12.969_77.568,41,111.0,12.968883568292684,77.5679945,Chamarajpet,No Junction,13,31.7,2,0.114,25.31,3.269949095052201,11.1,596,Low
HAL Old Airport_12.957_77.712,40,113.5,12.956152280000001,77.7116769675,HAL Old Airport,No Junction,22,55.0,2,0.111,25.2,3.265759410767051,11.1,597,Low
Kamakshipalya_13.014000000000001_77.493,43,106.0,13.01412794883721,77.49248785813954,Kamakshipalya,No Junction,15,34.9,2,0.119,25.23,3.2669037938787824,11.1,598,Low
K.R. Pura_13.005_77.724,62,72.5,13.003560441935484,77.72347133709677,K.R. Pura,No Junction,9,14.5,2,0.172,24.94,3.255786178888298,11.0,599,Low
K.S. Layout_12.894_77.568,53,85.5,12.89392157735849,77.56790268867924,K.S. Layout,No Junction,21,39.6,2,0.147,25.14,3.2634667081960758,11.0,600,Low
Vijayanagara_12.963000000000001_77.544,59,75.0,12.964274879661017,77.54286164576271,Vijayanagara,No Junction,23,39.0,2,0.164,24.6,3.242592351485517,10.9,601,Low
Adugodi_12.939_77.625,55,80.5,12.939241992727274,77.62569485454546,Adugodi,No Junction,17,30.9,2,0.153,24.63,3.24376354037598,10.9,602,Low
Jalahalli_13.059000000000001_77.547,51,85.5,13.058309064705881,77.54615855490196,Jalahalli,No Junction,28,54.9,2,0.142,24.28,3.2300135692786567,10.8,603,Low
Banaswadi_12.999_77.673,45,96.0,12.998850162222222,77.67288881555555,Banaswadi,No Junction,9,20.0,2,0.125,24.0,3.2188758248682006,10.7,604,Low
Pulikeshinagar(F.Town)_13.008000000000001_77.622,49,88.5,13.007089424489795,77.62161896734695,Pulikeshinagar(F.Town),No Junction,18,36.7,2,0.136,24.07,3.221671912170202,10.7,605,Low
Hulimavu_12.879_77.646,46,92.5,12.879512691304347,77.64550869782609,Hulimavu,No Junction,18,39.1,2,0.128,23.68,3.205993199037187,10.6,606,Low
Basavanagudi_12.939_77.568,54,78.5,12.940089637037037,77.5666986074074,Basavanagudi,No Junction,24,44.4,2,0.15,23.55,3.2007118542405295,10.6,607,Low
Banaswadi_13.002_77.634,54,77.5,13.00227212094269,77.63354881858656,Banaswadi,No Junction,39,72.2,2,0.15,23.25,3.188416617383492,10.5,608,Low
Peenya_13.011000000000001_77.505,43,98.0,13.010752932558141,77.50598955813953,Peenya,No Junction,17,39.5,2,0.119,23.32,3.1912990570979662,10.5,609,Low
K.R. Pura_13.02_77.709,44,95.5,13.019504389927857,77.70876148423832,K.R. Pura,No Junction,14,31.8,2,0.122,23.3,3.190476350346503,10.5,610,Low
Kamakshipalya_12.999_77.49,55,76.5,12.999393350909092,77.48878055272728,Kamakshipalya,No Junction,17,30.9,2,0.153,23.41,3.1949928844048685,10.5,611,Low
HSR Layout_12.9_77.634,34,125.0,12.899884212233685,77.63360366084308,HSR Layout,No Junction,23,67.6,2,0.094,23.5,3.1986731175506815,10.5,612,Low
Yelahanka_13.083_77.547,40,104.0,13.081746100211177,77.54818519092028,Yelahanka,No Junction,21,52.5,2,0.111,23.09,3.18179681662678,10.4,613,Low
Shivajinagar_12.987_77.607,51,80.5,12.985585433534693,77.60618588292782,Shivajinagar,No Junction,31,60.8,2,0.142,22.86,3.17220341666977,10.3,614,Low
Thalagattapura_12.861_77.529,46,89.0,12.861487952173913,77.52969989782609,Thalagattapura,No Junction,7,15.2,2,0.128,22.78,3.1688448912626357,10.3,615,Low
Kodigehalli_13.026_77.577,48,84.0,13.027234708333333,77.57791057916667,Kodigehalli,No Junction,7,14.6,2,0.133,22.34,3.15016862685841,10.2,616,Low
HAL Old Airport_12.936_77.697,36,111.5,12.936456994444445,77.69746109166667,HAL Old Airport,No Junction,18,50.0,2,0.1,22.3,3.1484533605716547,10.2,617,Low
HSR Layout_12.915000000000001_77.631,42,94.5,12.91498259549245,77.63232680863487,HSR Layout,No Junction,20,47.6,2,0.117,22.11,3.1402654242862895,10.1,618,Low
Chikkabanavara_13.05_77.508,54,73.5,13.050139866666667,77.50773784074075,Chikkabanavara,No Junction,10,18.5,2,0.15,22.05,3.1376657694426577,10.1,619,Low
Chikkajala_13.182_77.682,45,89.0,13.183402397777778,77.68219908222221,Chikkajala,No Junction,6,13.3,2,0.125,22.25,3.1463051320333655,10.1,620,Low
No Police Station_13.053_77.487,41,96.5,13.052445091821285,77.48707388815382,No Police Station,No Junction,9,22.0,2,0.114,22.0,3.1354942159291497,10.1,621,Low
